iter	Logloss
656	0.08243985059
657	0.08231934026
658	0.08219658991
659	0.08219237742
660	0.08212678228
661	0.08204087451
662	0.08186145447
663	0.08185616893
664	0.08185100492
665	0.08163163671
666	0.08149504261
667	0.08143592814
668	0.08135957329
669	0.08126413929
670	0.08113024941
671	0.0811261622
672	0.08108620988
673	0.08108220077
674	0.08099183846
675	0.08098786559
676	0.08097566962
677	0.08079201529
678	0.08051812564
679	0.08042433272
680	0.08041882151
681	0.08032256859
682	0.08022329343
683	0.08011872625
684	0.08009896328
685	0.07999474966
686	0.07992787672
687	0.07979727718
688	0.07968959854
689	0.07962680969
690	0.07962114741
691	0.07942879052
692	0.07939044551
693	0.07934845724
694	0.07925536635
695	0.0791451323
696	0.07914002152
697	0.07907368689
698	0.0789495676
699	0.07887079396
700	0.07877920307
701	0.078586208
702	0.07858261503
703	0.07840379168
704	0.07833020245
705	0.07832664973
706	0.07824901852
707	0.07808920348
708	0.07808574168
709	0.07808231229
710	0.07795563346
711	0.07784385163
712	0.07778623823
713	0.07762908773
714	0.07747678886
715	0.0773860313
716	0.07731289629
717	0.07725471838
718	0.07723484539
719	0.07705386786
720	0.07696878562
721	0.07693860962
722	0.07691584896
723	0.07689223764
724	0.07681778622
725	0.07681445843
726	0.07674611263
727	0.0766127806
728	0.0765025978
729	0.07643601848
730	0.07632672288
731	0.07613116459
732	0.07612788894
733	0.076015229
734	0.07588342151
735	0.07580552599
736	0.07573589176
737	0.0756786355
738	0.0755737517
739	0.07557050413
740	0.07548822442
741	0.07544318351
742	0.07541142644
743	0.07540818347
744	0.07539931531
745	0.07535049162
746	0.07526481073
747	0.07526161973
748	0.07525487398
749	0.07518057497
750	0.07503968339
751	0.07495533848
752	0.07492117372
753	0.07491654084
754	0.07484412086
755	0.07473717098
756	0.07462438857
757	0.07447841994
758	0.07425527805
759	0.07415524164
760	0.07408274219
761	0.07401656329
762	0.07388231178
763	0.07387925189
764	0.07387622017
765	0.07379255343
766	0.0737220065
767	0.07359785463
768	0.0734321652
769	0.07334072112
770	0.07328262353
771	0.07314458795
772	0.07314158252
773	0.07313860463
774	0.07303672738
775	0.07298893324
776	0.07292925936
777	0.07288903639
778	0.07288611025
779	0.07276365225
780	0.07268772832
781	0.07262001645
782	0.07252968681
783	0.07242283344
784	0.07235656091
785	0.07227897815
786	0.0722165562
787	0.07210054475
788	0.0719898771
789	0.0719857204
790	0.07184501416
791	0.07177228901
792	0.07160015696
793	0.07151175573
794	0.07143541263
795	0.07139836417
796	0.07135950894
797	0.07125670968
798	0.07120639083
799	0.07112610593
800	0.07097938527
801	0.07090830033
802	0.07090553143
803	0.07086890726
804	0.07073851942
805	0.07065496906
806	0.07055563513
807	0.07051293392
808	0.07033347341
809	0.07033079728
810	0.070204585
811	0.07006095905
812	0.0699979231
813	0.0699427045
814	0.06992108981
815	0.06984334147
816	0.06972653446
817	0.06962940919
818	0.06952949663
819	0.06949704529
820	0.06942102436
821	0.06937969986
822	0.06937718202
823	0.06929234338
824	0.06922054075
825	0.06910292473
826	0.06905045382
827	0.06896169044
828	0.06890328666
829	0.06890081881
830	0.06884072898
831	0.06879888416
832	0.06871871302
833	0.06862353031
834	0.06855676703
835	0.0684906987
836	0.06841185774
837	0.06831558733
838	0.06831320602
839	0.06828748925
840	0.06814746473
841	0.06808837865
842	0.06808604112
843	0.06798336543
844	0.06790040752
845	0.06781579015
846	0.06781351036
847	0.06778782545
848	0.06769566216
849	0.06766117933
850	0.06752108675
851	0.06741103005
852	0.06731310301
853	0.06731088667
854	0.06720618468
855	0.06719390502
856	0.06710664384
857	0.06692226037
858	0.06690802653
859	0.06682171644
860	0.06678295121
861	0.06670977747
862	0.06666050676
863	0.06653336732
864	0.06648446831
865	0.06640339945
866	0.06635369992
867	0.06626893309
868	0.06623275094
869	0.06617544258
870	0.06606335474
871	0.06591381968
872	0.06587165401
873	0.06586961559
874	0.06583021472
875	0.06565728905
876	0.06563893197
877	0.06558459265
878	0.06555441548
879	0.06550923175
880	0.06538164343
881	0.06533339225
882	0.06528736763
883	0.065197215
884	0.06518882661
885	0.06507360574
886	0.06496649745
887	0.06494617748
888	0.06493980603
889	0.06490089844
890	0.06480392101
891	0.06480207211
892	0.06477512653
893	0.06466037153
894	0.06457676535
895	0.06444905251
896	0.06442464797
897	0.06433444764
898	0.06426493041
899	0.06414335793
900	0.06406752829
901	0.06398736638
902	0.06396530743
903	0.06391354636
904	0.06383965022
905	0.06377277707
906	0.0637531575
907	0.06370706794
908	0.06365648452
909	0.06358574379
910	0.06353916313
911	0.0634453304
912	0.06336586297
913	0.06332795869
914	0.06323984208
915	0.0631216396
916	0.06307296884
917	0.06304473265
918	0.06297930853
919	0.06293689379
920	0.06279870894
921	0.06274722872
922	0.06269709137
923	0.06266499955
924	0.06258115398
925	0.06253484641
926	0.06244892402
927	0.0623675934
928	0.06235454603
929	0.06231238927
930	0.06219935908
931	0.06211062483
932	0.06203464312
933	0.06195238481
934	0.06184558292
935	0.06179802817
936	0.0617767919
937	0.06172845076
938	0.06162986266
939	0.06157847265
940	0.06154578924
941	0.06145055002
942	0.0613752827
943	0.06129128241
944	0.06121904094
945	0.06121073498
946	0.06112828256
947	0.06098025159
948	0.06092662781
949	0.06083412517
950	0.06080099909
951	0.06072626916
952	0.06060784604
953	0.06058233658
954	0.06050294192
955	0.06046565049
956	0.06032705877
957	0.06023018494
958	0.06020112903
959	0.06015780888
960	0.06007433311
961	0.06000911741
962	0.05990543327
963	0.05984232728
964	0.05980489549
965	0.05974800018
966	0.0596415434
967	0.05958714513
968	0.05951044019
969	0.05947258468
970	0.05942322763
971	0.05939298162
972	0.05928206678
973	0.05922074333
974	0.05913895166
975	0.05909717329
976	0.05907455939
977	0.05899730819
978	0.05895371275
979	0.05891297722
980	0.05883777614
981	0.05876389842
982	0.05874152319
983	0.05869887033
984	0.05867144839
985	0.05862493832
986	0.05860356953
987	0.0585652696
988	0.0585455698
989	0.05844595225
990	0.05837513619
991	0.05833553695
992	0.05826185606
993	0.05818432716
994	0.05814228039
995	0.05810153302
996	0.05805862563
997	0.05804060229
998	0.05795392797
999	0.05786986462
